order_id,timestamp,restaurant_id,customer_id,order_type,items,total_amount,payment_method,order_status,created_at
ORD-20250726-540010,2025-07-26T11:58:59.174781,REST-SHJ-001,CUST-10283,delivery,"[{""item_id"": ""ITEM-204"", ""name"": ""Malai Kofta"", ""category"": ""Main Course"", ""quantity"": 3, ""unit_price"": 42.08, ""subtotal"": 126.24}, {""item_id"": ""ITEM-602"", ""name"": ""Mango Lassi"", ""category"": ""Beverage"", ""quantity"": 3, ""unit_price"": 17.98, ""subtotal"": 53.94}, {""item_id"": ""ITEM-203"", ""name"": ""Palak Paneer"", ""category"": ""Main Course"", ""quantity"": 3, ""unit_price"": 42.48, ""subtotal"": 127.44}, {""item_id"": ""ITEM-101"", ""name"": ""Samosa (2 pcs)"", ""category"": ""Starter"", ""quantity"": 2, ""unit_price"": 18.72, ""subtotal"": 37.44}, {""item_id"": ""ITEM-601"", ""name"": ""Masala Chai"", ""category"": ""Beverage"", ""quantity"": 1, ""unit_price"": 11.77, ""subtotal"": 11.77}]",356.83,card,delivered,2025-07-26T11:58:59.174781
ORD-20250726-107989,2025-07-26T12:05:27.174781,REST-AUH-001,CUST-10055,delivery,"[{""item_id"": ""ITEM-203"", ""name"": ""Palak Paneer"", ""category"": ""Main Course"", ""quantity"": 3, ""unit_price"": 42.37, ""subtotal"": 127.11}, {""item_id"": ""ITEM-104"", ""name"": ""Aloo Tikki Chaat"", ""category"": ""Starter"", ""quantity"": 1, ""unit_price"": 21.87, ""subtotal"": 21.87}, {""item_id"": ""ITEM-105"", ""name"": ""Chicken Seekh Kebab"", ""category"": ""Starter"", ""quantity"": 3, ""unit_price"": 41.24, ""subtotal"": 123.72}, {""item_id"": ""ITEM-302"", ""name"": ""Chicken Tikka Masala"", ""category"": ""Main Course"", ""quantity"": 1, ""unit_price"": 50.93, ""subtotal"": 50.93}]",323.63,wallet,completed,2025-07-26T12:05:27.174781
ORD-20250726-904227,2025-07-26T12:16:11.174781,REST-DXB-002,CUST-10424,dine_in,"[{""item_id"": ""ITEM-305"", ""name"": ""Chicken Biryani"", ""category"": ""Main Course"", ""quantity"": 3, ""unit_price"": 46.94, ""subtotal"": 140.82}]",140.82,cash,completed,2025-07-26T12:16:11.174781
ORD-20250726-765595,2025-07-26T13:15:07.174781,REST-DXB-002,CUST-10455,delivery,"[{""item_id"": ""ITEM-501"", ""name"": ""Gulab Jamun (2 pcs)"", ""category"": ""Dessert"", ""quantity"": 2, ""unit_price"": 15.36, ""subtotal"": 30.72}]",30.72,card,delivered,2025-07-26T13:15:07.174781
ORD-20250726-961587,2025-07-26T13:20:04.174781,REST-DXB-002,CUST-10226,takeaway,"[{""item_id"": ""ITEM-101"", ""name"": ""Samosa (2 pcs)"", ""category"": ""Starter"", ""quantity"": 2, ""unit_price"": 17.52, ""subtotal"": 35.04}, {""item_id"": ""ITEM-104"", ""name"": ""Aloo Tikki Chaat"", ""category"": ""Starter"", ""quantity"": 2, ""unit_price"": 23.02, ""subtotal"": 46.04}]",81.08,wallet,completed,2025-07-26T13:20:04.174781
ORD-20250726-586220,2025-07-26T13:51:27.174781,REST-AUH-002,CUST-10387,takeaway,"[{""item_id"": ""ITEM-405"", ""name"": ""Jeera Rice"", ""category"": ""Rice"", ""quantity"": 1, ""unit_price"": 18.68, ""subtotal"": 18.68}, {""item_id"": ""ITEM-301"", ""name"": ""Butter Chicken"", ""category"": ""Main Course"", ""quantity"": 2, ""unit_price"": 51.86, ""subtotal"": 103.72}, {""item_id"": ""ITEM-305"", ""name"": ""Chicken Biryani"", ""category"": ""Main Course"", ""quantity"": 2, ""unit_price"": 50.0, ""subtotal"": 100.0}, {""item_id"": ""ITEM-501"", ""name"": ""Gulab Jamun (2 pcs)"", ""category"": ""Dessert"", ""quantity"": 2, ""unit_price"": 15.04, ""subtotal"": 30.08}, {""item_id"": ""ITEM-503"", ""name"": ""Kulfi"", ""category"": ""Dessert"", ""quantity"": 1, ""unit_price"": 20.67, ""subtotal"": 20.67}]",273.15,wallet,delivered,2025-07-26T13:51:27.174781
ORD-20250726-828459,2025-07-26T14:39:35.174781,REST-AUH-001,CUST-10170,delivery,"[{""item_id"": ""ITEM-303"", ""name"": ""Lamb Rogan Josh"", ""category"": ""Main Course"", ""quantity"": 3, ""unit_price"": 63.06, ""subtotal"": 189.18}]",189.18,wallet,completed,2025-07-26T14:39:35.174781
ORD-20250726-971256,2025-07-26T14:49:00.174781,REST-DXB-001,CUST-10426,dine_in,"[{""item_id"": ""ITEM-205"", ""name"": ""Chole Bhature"", ""category"": ""Main Course"", ""quantity"": 1, ""unit_price"": 38.2, ""subtotal"": 38.2}]",38.2,wallet,completed,2025-07-26T14:49:00.174781
ORD-20250726-811016,2025-07-26T14:55:01.174781,REST-DXB-002,CUST-10337,delivery,"[{""item_id"": ""ITEM-101"", ""name"": ""Samosa (2 pcs)"", ""category"": ""Starter"", ""quantity"": 3, ""unit_price"": 17.52, ""subtotal"": 52.56}]",52.56,wallet,delivered,2025-07-26T14:55:01.174781
ORD-20250726-442482,2025-07-26T15:32:11.174781,REST-AUH-002,CUST-10149,dine_in,"[{""item_id"": ""ITEM-404"", ""name"": ""Tandoori Roti"", ""category"": ""Bread"", ""quantity"": 1, ""unit_price"": 6.0, ""subtotal"": 6.0}, {""item_id"": ""ITEM-403"", ""name"": ""Butter Naan"", ""category"": ""Bread"", ""quantity"": 2, ""unit_price"": 9.17, ""subtotal"": 18.34}, {""item_id"": ""ITEM-204"", ""name"": ""Malai Kofta"", ""category"": ""Main Course"", ""quantity"": 2, ""unit_price"": 43.85, ""subtotal"": 87.7}, {""item_id"": ""ITEM-301"", ""name"": ""Butter Chicken"", ""category"": ""Main Course"", ""quantity"": 1, ""unit_price"": 51.86, ""subtotal"": 51.86}]",163.9,wallet,completed,2025-07-26T15:32:11.174781
ORD-20250726-698357,2025-07-26T16:07:25.174781,REST-AUH-001,CUST-10136,dine_in,"[{""item_id"": ""ITEM-502"", ""name"": ""Rasmalai (2 pcs)"", ""category"": ""Dessert"", ""quantity"": 2, ""unit_price"": 18.41, ""subtotal"": 36.82}]",36.82,wallet,delivered,2025-07-26T16:07:25.174781
ORD-20250726-889267,2025-07-26T16:32:56.174781,REST-DXB-002,CUST-10375,takeaway,"[{""item_id"": ""ITEM-405"", ""name"": ""Jeera Rice"", ""category"": ""Rice"", ""quantity"": 2, ""unit_price"": 18.55, ""subtotal"": 37.1}]",37.1,card,completed,2025-07-26T16:32:56.174781
ORD-20250726-287011,2025-07-26T16:54:22.174781,REST-DXB-001,CUST-10438,dine_in,"[{""item_id"": ""ITEM-603"", ""name"": ""Sweet Lassi"", ""category"": ""Beverage"", ""quantity"": 3, ""unit_price"": 14.78, ""subtotal"": 44.34}, {""item_id"": ""ITEM-302"", ""name"": ""Chicken Tikka Masala"", ""category"": ""Main Course"", ""quantity"": 2, ""unit_price"": 49.85, ""subtotal"": 99.7}, {""item_id"": ""ITEM-404"", ""name"": ""Tandoori Roti"", ""category"": ""Bread"", ""quantity"": 1, ""unit_price"": 6.18, ""subtotal"": 6.18}]",150.22,wallet,delivered,2025-07-26T16:54:22.174781
ORD-20250726-457024,2025-07-26T16:55:37.174781,REST-AUH-002,CUST-10337,delivery,"[{""item_id"": ""ITEM-601"", ""name"": ""Masala Chai"", ""category"": ""Beverage"", ""quantity"": 1, ""unit_price"": 11.87, ""subtotal"": 11.87}, {""item_id"": ""ITEM-302"", ""name"": ""Chicken Tikka Masala"", ""category"": ""Main Course"", ""quantity"": 2, ""unit_price"": 48.01, ""subtotal"": 96.02}, {""item_id"": ""ITEM-101"", ""name"": ""Samosa (2 pcs)"", ""category"": ""Starter"", ""quantity"": 2, ""unit_price"": 17.49, ""subtotal"": 34.98}, {""item_id"": ""ITEM-602"", ""name"": ""Mango Lassi"", ""category"": ""Beverage"", ""quantity"": 2, ""unit_price"": 18.36, ""subtotal"": 36.72}, {""item_id"": ""ITEM-403"", ""name"": ""Butter Naan"", ""category"": ""Bread"", ""quantity"": 2, ""unit_price"": 9.17, ""subtotal"": 18.34}]",197.93,cash,delivered,2025-07-26T16:55:37.174781
ORD-20250726-916916,2025-07-26T17:05:40.174781,REST-AUH-002,CUST-10179,delivery,"[{""item_id"": ""ITEM-304"", ""name"": ""Fish Curry"", ""category"": ""Main Course"", ""quantity"": 1, ""unit_price"": 52.7, ""subtotal"": 52.7}]",52.7,card,delivered,2025-07-26T17:05:40.174781
ORD-20250726-608593,2025-07-26T17:09:00.174781,REST-DXB-002,CUST-10264,dine_in,"[{""item_id"": ""ITEM-302"", ""name"": ""Chicken Tikka Masala"", ""category"": ""Main Course"", ""quantity"": 2, ""unit_price"": 49.82, ""subtotal"": 99.64}]",99.64,card,delivered,2025-07-26T17:09:00.174781
ORD-20250726-523248,2025-07-26T17:41:54.174781,REST-SHJ-001,CUST-10429,takeaway,"[{""item_id"": ""ITEM-103"", ""name"": ""Chicken 65"", ""category"": ""Starter"", ""quantity"": 1, ""unit_price"": 38.54, ""subtotal"": 38.54}]",38.54,card,delivered,2025-07-26T17:41:54.174781
ORD-20250726-602194,2025-07-26T18:39:21.174781,REST-DXB-002,CUST-10111,dine_in,"[{""item_id"": ""ITEM-604"", ""name"": ""Fresh Lime Soda"", ""category"": ""Beverage"", ""quantity"": 1, ""unit_price"": 12.58, ""subtotal"": 12.58}, {""item_id"": ""ITEM-501"", ""name"": ""Gulab Jamun (2 pcs)"", ""category"": ""Dessert"", ""quantity"": 3, ""unit_price"": 15.36, ""subtotal"": 46.08}, {""item_id"": ""ITEM-202"", ""name"": ""Dal Makhani"", ""category"": ""Main Course"", ""quantity"": 1, ""unit_price"": 39.35, ""subtotal"": 39.35}, {""item_id"": ""ITEM-401"", ""name"": ""Naan"", ""category"": ""Bread"", ""quantity"": 1, ""unit_price"": 7.78, ""subtotal"": 7.78}, {""item_id"": ""ITEM-104"", ""name"": ""Aloo Tikki Chaat"", ""category"": ""Starter"", ""quantity"": 3, ""unit_price"": 23.02, ""subtotal"": 69.06}]",174.85,cash,completed,2025-07-26T18:39:21.174781
ORD-20250726-518316,2025-07-26T18:56:51.174781,REST-DXB-001,CUST-10458,dine_in,"[{""item_id"": ""ITEM-204"", ""name"": ""Malai Kofta"", ""category"": ""Main Course"", ""quantity"": 3, ""unit_price"": 41.99, ""subtotal"": 125.97}, {""item_id"": ""ITEM-601"", ""name"": ""Masala Chai"", ""category"": ""Beverage"", ""quantity"": 2, ""unit_price"": 12.3, ""subtotal"": 24.6}]",150.57,card,delivered,2025-07-26T18:56:51.174781
ORD-20250726-892717,2025-07-26T18:57:21.174781,REST-AUH-002,CUST-10411,takeaway,"[{""item_id"": ""ITEM-404"", ""name"": ""Tandoori Roti"", ""category"": ""Bread"", ""quantity"": 3, ""unit_price"": 6.0, ""subtotal"": 18.0}]",18.0,cash,completed,2025-07-26T18:57:21.174781
ORD-20250726-552652,2025-07-26T18:57:29.174781,REST-SHJ-001,CUST-10469,dine_in,"[{""item_id"": ""ITEM-404"", ""name"": ""Tandoori Roti"", ""category"": ""Bread"", ""quantity"": 1, ""unit_price"": 6.2, ""subtotal"": 6.2}, {""item_id"": ""ITEM-402"", ""name"": ""Garlic Naan"", ""category"": ""Bread"", ""quantity"": 3, ""unit_price"": 9.98, ""subtotal"": 29.94}, {""item_id"": ""ITEM-105"", ""name"": ""Chicken Seekh Kebab"", ""category"": ""Starter"", ""quantity"": 1, ""unit_price"": 41.43, ""subtotal"": 41.43}]",77.57,card,completed,2025-07-26T18:57:29.174781
ORD-20250726-346971,2025-07-26T18:57:36.174781,REST-AUH-001,CUST-10368,takeaway,"[{""item_id"": ""ITEM-102"", ""name"": ""Paneer Tikka"", ""category"": ""Starter"", ""quantity"": 1, ""unit_price"": 36.56, ""subtotal"": 36.56}]",36.56,wallet,completed,2025-07-26T18:57:36.174781
ORD-20250726-150258,2025-07-26T19:15:03.174781,REST-DXB-002,CUST-10038,dine_in,"[{""item_id"": ""ITEM-105"", ""name"": ""Chicken Seekh Kebab"", ""category"": ""Starter"", ""quantity"": 1, ""unit_price"": 42.92, ""subtotal"": 42.92}, {""item_id"": ""ITEM-205"", ""name"": ""Chole Bhature"", ""category"": ""Main Course"", ""quantity"": 3, ""unit_price"": 39.62, ""subtotal"": 118.86}]",161.78,wallet,delivered,2025-07-26T19:15:03.174781
ORD-20250726-215977,2025-07-26T19:19:04.174781,REST-AUH-002,CUST-10494,dine_in,"[{""item_id"": ""ITEM-502"", ""name"": ""Rasmalai (2 pcs)"", ""category"": ""Dessert"", ""quantity"": 1, ""unit_price"": 18.66, ""subtotal"": 18.66}]",18.66,card,completed,2025-07-26T19:19:04.174781
ORD-20250726-730641,2025-07-26T20:18:36.174781,REST-DXB-001,CUST-10174,takeaway,"[{""item_id"": ""ITEM-102"", ""name"": ""Paneer Tikka"", ""category"": ""Starter"", ""quantity"": 2, ""unit_price"": 33.64, ""subtotal"": 67.28}, {""item_id"": ""ITEM-502"", ""name"": ""Rasmalai (2 pcs)"", ""category"": ""Dessert"", ""quantity"": 2, ""unit_price"": 18.38, ""subtotal"": 36.76}, {""item_id"": ""ITEM-405"", ""name"": ""Jeera Rice"", ""category"": ""Rice"", ""quantity"": 2, ""unit_price"": 17.66, ""subtotal"": 35.32}, {""item_id"": ""ITEM-401"", ""name"": ""Naan"", ""category"": ""Bread"", ""quantity"": 3, ""unit_price"": 8.29, ""subtotal"": 24.87}, {""item_id"": ""ITEM-203"", ""name"": ""Palak Paneer"", ""category"": ""Main Course"", ""quantity"": 2, ""unit_price"": 42.83, ""subtotal"": 85.66}]",249.89,cash,delivered,2025-07-26T20:18:36.174781
ORD-20250726-502087,2025-07-26T20:22:29.174781,REST-DXB-002,CUST-10373,dine_in,"[{""item_id"": ""ITEM-405"", ""name"": ""Jeera Rice"", ""category"": ""Rice"", ""quantity"": 1, ""unit_price"": 18.55, ""subtotal"": 18.55}, {""item_id"": ""ITEM-502"", ""name"": ""Rasmalai (2 pcs)"", ""category"": ""Dessert"", ""quantity"": 3, ""unit_price"": 17.64, ""subtotal"": 52.92}, {""item_id"": ""ITEM-604"", ""name"": ""Fresh Lime Soda"", ""category"": ""Beverage"", ""quantity"": 2, ""unit_price"": 12.58, ""subtotal"": 25.16}, {""item_id"": ""ITEM-204"", ""name"": ""Malai Kofta"", ""category"": ""Main Course"", ""quantity"": 1, ""unit_price"": 43.23, ""subtotal"": 43.23}, {""item_id"": ""ITEM-501"", ""name"": ""Gulab Jamun (2 pcs)"", ""category"": ""Dessert"", ""quantity"": 1, ""unit_price"": 15.36, ""subtotal"": 15.36}]",155.22,wallet,delivered,2025-07-26T20:22:29.174781
ORD-20250726-206155,2025-07-26T20:27:25.174781,REST-DXB-002,CUST-10412,takeaway,"[{""item_id"": ""ITEM-405"", ""name"": ""Jeera Rice"", ""category"": ""Rice"", ""quantity"": 1, ""unit_price"": 18.55, ""subtotal"": 18.55}, {""item_id"": ""ITEM-205"", ""name"": ""Chole Bhature"", ""category"": ""Main Course"", ""quantity"": 3, ""unit_price"": 39.62, ""subtotal"": 118.86}, {""item_id"": ""ITEM-101"", ""name"": ""Samosa (2 pcs)"", ""category"": ""Starter"", ""quantity"": 2, ""unit_price"": 17.52, ""subtotal"": 35.04}]",172.45,cash,delivered,2025-07-26T20:27:25.174781
ORD-20250726-789008,2025-07-26T20:31:31.174781,REST-DXB-001,CUST-10024,takeaway,"[{""item_id"": ""ITEM-404"", ""name"": ""Tandoori Roti"", ""category"": ""Bread"", ""quantity"": 3, ""unit_price"": 6.18, ""subtotal"": 18.54}, {""item_id"": ""ITEM-105"", ""name"": ""Chicken Seekh Kebab"", ""category"": ""Starter"", ""quantity"": 2, ""unit_price"": 43.24, ""subtotal"": 86.48}]",105.02,wallet,completed,2025-07-26T20:31:31.174781
ORD-20250726-506111,2025-07-26T20:38:11.174781,REST-AUH-001,CUST-10054,takeaway,"[{""item_id"": ""ITEM-205"", ""name"": ""Chole Bhature"", ""category"": ""Main Course"", ""quantity"": 1, ""unit_price"": 40.45, ""subtotal"": 40.45}, {""item_id"": ""ITEM-303"", ""name"": ""Lamb Rogan Josh"", ""category"": ""Main Course"", ""quantity"": 3, ""unit_price"": 63.06, ""subtotal"": 189.18}, {""item_id"": ""ITEM-103"", ""name"": ""Chicken 65"", ""category"": ""Starter"", ""quantity"": 3, ""unit_price"": 38.66, ""subtotal"": 115.98}, {""item_id"": ""ITEM-204"", ""name"": ""Malai Kofta"", ""category"": ""Main Course"", ""quantity"": 1, ""unit_price"": 41.92, ""subtotal"": 41.92}, {""item_id"": ""ITEM-501"", ""name"": ""Gulab Jamun (2 pcs)"", ""category"": ""Dessert"", ""quantity"": 3, ""unit_price"": 15.28, ""subtotal"": 45.84}]",433.37,cash,delivered,2025-07-26T20:38:11.174781
ORD-20250726-837659,2025-07-26T20:45:10.174781,REST-DXB-002,CUST-10296,dine_in,"[{""item_id"": ""ITEM-301"", ""name"": ""Butter Chicken"", ""category"": ""Main Course"", ""quantity"": 2, ""unit_price"": 53.46, ""subtotal"": 106.92}, {""item_id"": ""ITEM-502"", ""name"": ""Rasmalai (2 pcs)"", ""category"": ""Dessert"", ""quantity"": 2, ""unit_price"": 17.64, ""subtotal"": 35.28}]",142.2,wallet,delivered,2025-07-26T20:45:10.174781
ORD-20250726-482839,2025-07-26T21:20:54.174781,REST-SHJ-001,CUST-10241,takeaway,"[{""item_id"": ""ITEM-402"", ""name"": ""Garlic Naan"", ""category"": ""Bread"", ""quantity"": 1, ""unit_price"": 9.98, ""subtotal"": 9.98}, {""item_id"": ""ITEM-502"", ""name"": ""Rasmalai (2 pcs)"", ""category"": ""Dessert"", ""quantity"": 1, ""unit_price"": 17.5, ""subtotal"": 17.5}, {""item_id"": ""ITEM-205"", ""name"": ""Chole Bhature"", ""category"": ""Main Course"", ""quantity"": 3, ""unit_price"": 41.43, ""subtotal"": 124.29}]",151.77,cash,completed,2025-07-26T21:20:54.174781
ORD-20250726-144794,2025-07-26T21:37:59.174781,REST-AUH-002,CUST-10150,dine_in,"[{""item_id"": ""ITEM-501"", ""name"": ""Gulab Jamun (2 pcs)"", ""category"": ""Dessert"", ""quantity"": 3, ""unit_price"": 15.04, ""subtotal"": 45.12}, {""item_id"": ""ITEM-302"", ""name"": ""Chicken Tikka Masala"", ""category"": ""Main Course"", ""quantity"": 1, ""unit_price"": 48.01, ""subtotal"": 48.01}, {""item_id"": ""ITEM-405"", ""name"": ""Jeera Rice"", ""category"": ""Rice"", ""quantity"": 2, ""unit_price"": 18.68, ""subtotal"": 37.36}, {""item_id"": ""ITEM-304"", ""name"": ""Fish Curry"", ""category"": ""Main Course"", ""quantity"": 2, ""unit_price"": 52.7, ""subtotal"": 105.4}, {""item_id"": ""ITEM-404"", ""name"": ""Tandoori Roti"", ""category"": ""Bread"", ""quantity"": 3, ""unit_price"": 6.0, ""subtotal"": 18.0}]",253.89,wallet,completed,2025-07-26T21:37:59.174781
ORD-20250726-443043,2025-07-26T21:50:17.174781,REST-AUH-002,CUST-10295,delivery,"[{""item_id"": ""ITEM-604"", ""name"": ""Fresh Lime Soda"", ""category"": ""Beverage"", ""quantity"": 1, ""unit_price"": 11.67, ""subtotal"": 11.67}]",11.67,wallet,delivered,2025-07-26T21:50:17.174781
ORD-20250726-978209,2025-07-26T22:48:39.174781,REST-AUH-001,CUST-10049,delivery,"[{""item_id"": ""ITEM-205"", ""name"": ""Chole Bhature"", ""category"": ""Main Course"", ""quantity"": 3, ""unit_price"": 40.45, ""subtotal"": 121.35}, {""item_id"": ""ITEM-201"", ""name"": ""Paneer Butter Masala"", ""category"": ""Main Course"", ""quantity"": 2, ""unit_price"": 43.66, ""subtotal"": 87.32}, {""item_id"": ""ITEM-406"", ""name"": ""Vegetable Biryani"", ""category"": ""Rice"", ""quantity"": 2, ""unit_price"": 40.63, ""subtotal"": 81.26}, {""item_id"": ""ITEM-101"", ""name"": ""Samosa (2 pcs)"", ""category"": ""Starter"", ""quantity"": 2, ""unit_price"": 18.49, ""subtotal"": 36.98}]",326.91,cash,completed,2025-07-26T22:48:39.174781
ORD-20250727-655471,2025-07-27T10:04:42.174781,REST-AUH-001,CUST-10157,dine_in,"[{""item_id"": ""ITEM-203"", ""name"": ""Palak Paneer"", ""category"": ""Main Course"", ""quantity"": 2, ""unit_price"": 42.37, ""subtotal"": 84.74}, {""item_id"": ""ITEM-406"", ""name"": ""Vegetable Biryani"", ""category"": ""Rice"", ""quantity"": 1, ""unit_price"": 40.63, ""subtotal"": 40.63}, {""item_id"": ""ITEM-302"", ""name"": ""Chicken Tikka Masala"", ""category"": ""Main Course"", ""quantity"": 3, ""unit_price"": 50.93, ""subtotal"": 152.79}, {""item_id"": ""ITEM-205"", ""name"": ""Chole Bhature"", ""category"": ""Main Course"", ""quantity"": 1, ""unit_price"": 40.45, ""subtotal"": 40.45}, {""item_id"": ""ITEM-404"", ""name"": ""Tandoori Roti"", ""category"": ""Bread"", ""quantity"": 3, ""unit_price"": 5.81, ""subtotal"": 17.43}]",336.04,wallet,delivered,2025-07-27T10:04:42.174781
ORD-20250727-753805,2025-07-27T10:04:46.174781,REST-AUH-002,CUST-10207,takeaway,"[{""item_id"": ""ITEM-204"", ""name"": ""Malai Kofta"", ""category"": ""Main Course"", ""quantity"": 3, ""unit_price"": 43.85, ""subtotal"": 131.55}, {""item_id"": ""ITEM-303"", ""name"": ""Lamb Rogan Josh"", ""category"": ""Main Course"", ""quantity"": 2, ""unit_price"": 62.62, ""subtotal"": 125.24}]",256.79,cash,delivered,2025-07-27T10:04:46.174781
ORD-20250727-331070,2025-07-27T10:12:09.174781,REST-AUH-001,CUST-10437,takeaway,"[{""item_id"": ""ITEM-503"", ""name"": ""Kulfi"", ""category"": ""Dessert"", ""quantity"": 2, ""unit_price"": 19.88, ""subtotal"": 39.76}, {""item_id"": ""ITEM-404"", ""name"": ""Tandoori Roti"", ""category"": ""Bread"", ""quantity"": 2, ""unit_price"": 5.81, ""subtotal"": 11.62}, {""item_id"": ""ITEM-504"", ""name"": ""Gajar Halwa"", ""category"": ""Dessert"", ""quantity"": 3, ""unit_price"": 21.45, ""subtotal"": 64.35}, {""item_id"": ""ITEM-202"", ""name"": ""Dal Makhani"", ""category"": ""Main Course"", ""quantity"": 1, ""unit_price"": 37.47, ""subtotal"": 37.47}, {""item_id"": ""ITEM-401"", ""name"": ""Naan"", ""category"": ""Bread"", ""quantity"": 1, ""unit_price"": 7.82, ""subtotal"": 7.82}]",161.02,wallet,delivered,2025-07-27T10:12:09.174781
ORD-20250727-352955,2025-07-27T10:45:16.174781,REST-AUH-001,CUST-10279,dine_in,"[{""item_id"": ""ITEM-205"", ""name"": ""Chole Bhature"", ""category"": ""Main Course"", ""quantity"": 3, ""unit_price"": 40.45, ""subtotal"": 121.35}]",121.35,wallet,delivered,2025-07-27T10:45:16.174781
ORD-20250727-943242,2025-07-27T11:21:18.174781,REST-DXB-002,CUST-10192,dine_in,"[{""item_id"": ""ITEM-101"", ""name"": ""Samosa (2 pcs)"", ""category"": ""Starter"", ""quantity"": 1, ""unit_price"": 17.52, ""subtotal"": 17.52}, {""item_id"": ""ITEM-305"", ""name"": ""Chicken Biryani"", ""category"": ""Main Course"", ""quantity"": 1, ""unit_price"": 46.94, ""subtotal"": 46.94}, {""item_id"": ""ITEM-105"", ""name"": ""Chicken Seekh Kebab"", ""category"": ""Starter"", ""quantity"": 2, ""unit_price"": 42.92, ""subtotal"": 85.84}, {""item_id"": ""ITEM-501"", ""name"": ""Gulab Jamun (2 pcs)"", ""category"": ""Dessert"", ""quantity"": 2, ""unit_price"": 15.36, ""subtotal"": 30.72}]",181.02,cash,completed,2025-07-27T11:21:18.174781
ORD-20250727-892762,2025-07-27T11:35:12.174781,REST-AUH-002,CUST-10271,delivery,"[{""item_id"": ""ITEM-604"", ""name"": ""Fresh Lime Soda"", ""category"": ""Beverage"", ""quantity"": 1, ""unit_price"": 11.67, ""subtotal"": 11.67}, {""item_id"": ""ITEM-502"", ""name"": ""Rasmalai (2 pcs)"", ""category"": ""Dessert"", ""quantity"": 2, ""unit_price"": 18.66, ""subtotal"": 37.32}, {""item_id"": ""ITEM-103"", ""name"": ""Chicken 65"", ""category"": ""Starter"", ""quantity"": 3, ""unit_price"": 39.8, ""subtotal"": 119.4}, {""item_id"": ""ITEM-303"", ""name"": ""Lamb Rogan Josh"", ""category"": ""Main Course"", ""quantity"": 1, ""unit_price"": 62.62, ""subtotal"": 62.62}, {""item_id"": ""ITEM-501"", ""name"": ""Gulab Jamun (2 pcs)"", ""category"": ""Dessert"", ""quantity"": 2, ""unit_price"": 15.04, ""subtotal"": 30.08}]",261.09,card,delivered,2025-07-27T11:35:12.174781
ORD-20250727-989103,2025-07-27T11:47:39.174781,REST-AUH-001,CUST-10162,dine_in,"[{""item_id"": ""ITEM-301"", ""name"": ""Butter Chicken"", ""category"": ""Main Course"", ""quantity"": 3, ""unit_price"": 50.53, ""subtotal"": 151.59}, {""item_id"": ""ITEM-101"", ""name"": ""Samosa (2 pcs)"", ""category"": ""Starter"", ""quantity"": 3, ""unit_price"": 18.49, ""subtotal"": 55.47}]",207.06,cash,completed,2025-07-27T11:47:39.174781
ORD-20250727-874269,2025-07-27T11:48:49.174781,REST-AUH-002,CUST-10044,takeaway,"[{""item_id"": ""ITEM-102"", ""name"": ""Paneer Tikka"", ""category"": ""Starter"", ""quantity"": 1, ""unit_price"": 35.67, ""subtotal"": 35.67}]",35.67,card,completed,2025-07-27T11:48:49.174781
ORD-20250727-714181,2025-07-27T11:51:59.174781,REST-AUH-002,CUST-10418,delivery,"[{""item_id"": ""ITEM-404"", ""name"": ""Tandoori Roti"", ""category"": ""Bread"", ""quantity"": 2, ""unit_price"": 6.0, ""subtotal"": 12.0}, {""item_id"": ""ITEM-502"", ""name"": ""Rasmalai (2 pcs)"", ""category"": ""Dessert"", ""quantity"": 2, ""unit_price"": 18.66, ""subtotal"": 37.32}, {""item_id"": ""ITEM-501"", ""name"": ""Gulab Jamun (2 pcs)"", ""category"": ""Dessert"", ""quantity"": 3, ""unit_price"": 15.04, ""subtotal"": 45.12}]",94.44,card,delivered,2025-07-27T11:51:59.174781
ORD-20250727-294668,2025-07-27T11:58:02.174781,REST-DXB-002,CUST-10197,takeaway,"[{""item_id"": ""ITEM-602"", ""name"": ""Mango Lassi"", ""category"": ""Beverage"", ""quantity"": 1, ""unit_price"": 18.44, ""subtotal"": 18.44}, {""item_id"": ""ITEM-304"", ""name"": ""Fish Curry"", ""category"": ""Main Course"", ""quantity"": 2, ""unit_price"": 53.25, ""subtotal"": 106.5}, {""item_id"": ""ITEM-502"", ""name"": ""Rasmalai (2 pcs)"", ""category"": ""Dessert"", ""quantity"": 1, ""unit_price"": 17.64, ""subtotal"": 17.64}]",142.58,card,delivered,2025-07-27T11:58:02.174781
ORD-20250727-344212,2025-07-27T11:59:25.174781,REST-SHJ-001,CUST-10092,takeaway,"[{""item_id"": ""ITEM-502"", ""name"": ""Rasmalai (2 pcs)"", ""category"": ""Dessert"", ""quantity"": 2, ""unit_price"": 17.5, ""subtotal"": 35.0}, {""item_id"": ""ITEM-601"", ""name"": ""Masala Chai"", ""category"": ""Beverage"", ""quantity"": 2, ""unit_price"": 11.77, ""subtotal"": 23.54}, {""item_id"": ""ITEM-604"", ""name"": ""Fresh Lime Soda"", ""category"": ""Beverage"", ""quantity"": 1, ""unit_price"": 11.69, ""subtotal"": 11.69}]",70.23,wallet,completed,2025-07-27T11:59:25.174781
